Batching_Strategy,Hardware,Parallelism,Max_Batch_Size,Chunk_Size,Cost,HW_Combination
BatchingMethod.DISAGGREGATED,mi355x-mi350x,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,68.0,"['mi355x_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,70.0,"['mi355x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi350x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,54.05,"['h200_sxm_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,71.5,"['mi355x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-etched,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,76.0,"['tpu_v7_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,85.8,"['gb300_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,71.5,"['b200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,78.93,"['etched_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v6e,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,43.86,"['h200_sxm_1', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,64.0,"['tpu_v7_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,65.2,"['tpu_v7_2', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,64.22,"['b200_sxm_1', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,61.86,"['h200_sxm_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,64.22,"['b200_sxm_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,89.2,"['gb300_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-etched,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,96.0,"['gb300_1', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,96.0,"['etched_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,87.0,"['etched_1', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,69.0,"['mi350x_2', 'etched_1']"
BatchingMethod.DISAGGREGATED,mi350x-mi355x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,64.0,"['mi350x_1', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-mi350x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,72.0,"['mi355x_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,73.0,"['mi355x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi350x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,51.669999999999995,"['h200_sxm_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,74.5,"['mi355x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-etched,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,68.0,"['tpu_v7_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,92.6,"['gb300_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,69.69999999999999,"['b200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,90.31,"['etched_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,90.31,"['h200_sxm_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,63.5,"['mi350x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,93.5,"['mi355x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi350x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,60.5,"['tpu_v7_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,gb300-mi355x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,78.5,"['gb300_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,72.19999999999999,"['etched_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,69.62,"['h200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,54.0,"['tpu_v6e_2', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,67.6,"['tpu_v7_1', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-tpu_v6e,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,34.0,"['tpu_v7_2', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,89.2,"['b200_sxm_1', 'gb300_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,55.06,"['b200_sxm_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,64.22,"['h200_sxm_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,61.86,"['gb300_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-mi350x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,69.0,"['gb300_1', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-gb300,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,87.0,"['mi350x_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,81.0,"['etched_1', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,87.0,"['mi350x_1', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,69.0,"['etched_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,91.0,"['mi355x_2', 'etched_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,78.93,"['h200_sxm_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,62.5,"['mi350x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,88.5,"['mi355x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi350x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,61.5,"['tpu_v7_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,gb300-mi355x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,83.5,"['gb300_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,79.0,"['etched_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,63.239999999999995,"['h200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,44.0,"['tpu_v6e_2', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,66.4,"['tpu_v7_1', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-tpu_v6e,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,44.0,"['tpu_v7_2', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,82.4,"['b200_sxm_1', 'gb300_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,59.64,"['b200_sxm_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,59.64,"['h200_sxm_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,73.24,"['gb300_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-mi350x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,78.0,"['gb300_1', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-gb300,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,78.0,"['mi350x_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,86.0,"['etched_1', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,78.0,"['mi350x_1', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,78.0,"['etched_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,86.0,"['mi355x_2', 'etched_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,67.55,"['h200_sxm_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,61.5,"['mi350x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,83.5,"['mi355x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi350x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,62.5,"['tpu_v7_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,gb300-mi355x,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,88.5,"['gb300_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 5}-{'TP': 1, 'PP': 1, 'DP': 3}",128,2048,85.8,"['etched_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi355x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,56.86,"['h200_sxm_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,tpu_v6e-tpu_v7,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,34.0,"['tpu_v6e_2', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,65.2,"['tpu_v7_1', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-tpu_v6e,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,54.0,"['tpu_v7_2', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,75.6,"['b200_sxm_1', 'gb300_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,64.22,"['b200_sxm_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,55.06,"['h200_sxm_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,84.62,"['gb300_2', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,gb300-mi350x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,87.0,"['gb300_1', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,mi350x-gb300,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,69.0,"['mi350x_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,91.0,"['etched_1', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi350x-etched,"{'TP': 1, 'PP': 1, 'DP': 6}-{'TP': 2, 'PP': 1, 'DP': 1}",128,2048,69.0,"['mi350x_1', 'etched_2']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,87.0,"['etched_2', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 2, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 2}",128,2048,81.0,"['mi355x_2', 'etched_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,56.169999999999995,"['h200_sxm_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,60.5,"['mi350x_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,78.5,"['mi355x_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi350x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,63.5,"['tpu_v7_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,gb300-mi355x,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,93.5,"['gb300_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 7}-{'TP': 1, 'PP': 1, 'DP': 1}",128,2048,92.6,"['etched_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,92.6,"['b200_sxm_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,51.669999999999995,"['mi350x_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,90.31,"['h200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-mi350x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,64.5,"['gb300_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi355x,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,74.5,"['tpu_v7_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,68.0,"['etched_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 7}",128,2048,69.69999999999999,"['mi355x_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,60.62,"['h200_sxm_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,67.0,"['mi355x_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v6e-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,57.599999999999994,"['tpu_v6e_2', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi355x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,73.0,"['tpu_v7_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-tpu_v6e,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,35.2,"['b200_sxm_1', 'tpu_v6e_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-gb300,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,88.0,"['tpu_v7_2', 'gb300_2']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,61.86,"['gb300_2', 'h200_sxm_2']"
BatchingMethod.DISAGGREGATED,h200_sxm-mi350x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,57.62,"['h200_sxm_2', 'mi350x_2']"
BatchingMethod.DISAGGREGATED,gb300-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,61.86,"['gb300_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,89.2,"['b200_sxm_2', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,66.6,"['mi350x_2', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,etched-mi350x,"{'TP': 1, 'PP': 1, 'DP': 2}-{'TP': 1, 'PP': 1, 'DP': 6}",128,2048,69.0,"['etched_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,etched-mi355x,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,81.0,"['etched_2', 'mi355x_2']"
BatchingMethod.DISAGGREGATED,mi355x-etched,"{'TP': 2, 'PP': 1, 'DP': 1}-{'TP': 2, 'PP': 1, 'DP': 3}",128,2048,91.0,"['mi355x_2', 'etched_2']"
BatchingMethod.DISAGGREGATED,b200_sxm-gb300,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,85.8,"['b200_sxm_1', 'gb300_1']"
BatchingMethod.DISAGGREGATED,mi350x-h200_sxm,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,54.05,"['mi350x_1', 'h200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-etched,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,78.93,"['h200_sxm_1', 'etched_1']"
BatchingMethod.DISAGGREGATED,gb300-mi350x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,73.5,"['gb300_1', 'mi350x_1']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi355x,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,71.5,"['tpu_v7_1', 'mi355x_1']"
BatchingMethod.DISAGGREGATED,etched-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,76.0,"['etched_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-b200_sxm,"{'TP': 1, 'PP': 1, 'DP': 3}-{'TP': 1, 'PP': 1, 'DP': 5}",128,2048,71.5,"['mi355x_1', 'b200_sxm_1']"
BatchingMethod.DISAGGREGATED,h200_sxm-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,57.239999999999995,"['h200_sxm_1', 'tpu_v7_1']"
BatchingMethod.DISAGGREGATED,mi355x-tpu_v7,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,70.0,"['mi355x_1', 'tpu_v7_2']"
BatchingMethod.DISAGGREGATED,tpu_v6e-b200_sxm,"{'TP': 2, 'PP': 1, 'DP': 2}-{'TP': 2, 'PP': 1, 'DP': 2}",128,2048,46.4,"['tpu_v6e_2', 'b200_sxm_2']"
BatchingMethod.DISAGGREGATED,tpu_v7-mi355x,"{'TP': 1, 'PP': 1, 'DP': 4}-{'TP': 1, 'PP': 1, 'DP': 4}",128,2048,70.0,"['tpu_v7_1', 'mi355x_1']"
